13707,0,neutral,The court of law governing the terms is in location X,Terms of Service,"Any dispute between the parties will be governed by this Agreement and the laws of the State of California and applicable United States law, without giving effect to any conflict of laws principles that may provide for the application of the law of another jurisdiction.","The court of law governing the terms is in California, USA."
13357,0,neutral,The court of law governing the terms is in location X,Steam Subscriber Agreement,"For All Customers Outside the European Union:</p>
 <p>You and Valve agree that this Agreement shall be deemed to have been made and executed in the State of Washington, U.S.A., and Washington law,",The court of law governing the terms is in location X
11356,0,neutral,The court of law governing the terms is in location X,Terms of Use,These Terms of Use shall be governed by and consTrued in accordance with the laws of the Netherlands.,The court of law governing the terms is in location Netherlands
8974,0,neutral,The court of law governing the terms is in location X,Terms of Service,"The courts located in the applicable venue above will have exclusive jurisdiction to adjudicate any dispute arising out of or relating to the Contract or its formation, interpretation or enforcement.",The court of law governing the terms is in location X
1343,0,neutral,The court of law governing the terms is in location X,Terms of Use,"The laws of the State of California, to the extent not preempted by or inconsistent with federal law, will govern these Terms and any claim, without regard to conflict of law provisions.",Instagram Court of law is California
1376,0,neutral,The court of law governing the terms is in location X,Terms of Use,"If you seek to file a legal claim against us, you agree to file and resolve it exclusively in a state or federal court located in San Francisco County, California.
 You also agree that the laws of the State of California and, to the extent applicable, the laws of the United States of America will govern these Terms of Use, as well as any legal claim that might arise between you and us (without reference to conflict of laws principles).
 You agree to submit to the personal jurisdiction of, and agree that venue is proper in, the courts located in San Francisco County, California, in any legal action or proceeding relating to us or these Terms of Use.
 </p>","The court of law governing the terms is in San Francisco County, California"
12765,0,neutral,The court of law governing the terms is in location X,Terms and Conditions of Use,"The Agreements (and any non-contractual disputes/claims arising out of or in connection with them) are subject to the laws of the state of California, United States of America, without regard to choice or conflicts of law principles.",The court of law governing the terms is in location X
22927,50,good,The data retention period is kept to the minimum necessary for fulfilling its purposes,Mozilla Privacy Policy,"We also don't want your personal information for any longer than we need it, so we only keep it long enough to do what we collected it for.
 Once we don't need it, we take steps to destroy it unless we are required by law to keep it longer.",The data retention period is kept to the minimum necessary for fulfilling its purposes
13991,50,good,The data retention period is kept to the minimum necessary for fulfilling its purposes,Privacy Policy Agreement,We will only store your information as long as necessary to fulfil the purposes for which the information is collected and processed,The service's data retention period is kept to the minimum necessary for fulfilling its purposes
13675,50,good,The data retention period is kept to the minimum necessary for fulfilling its purposes,Privacy Notice,"Twitch maintains data related to your usage of Twitch for as long as it is required in order to fulfill the relevant purposes described in this Privacy Notice, as may be required (or permitted) by law such as for tax and accounting purposes, or as otherwise communicated to you.",The service's data retention period is kept to the minimum necessary for fulfilling its purposes
16426,15,neutral,The posting of pornographic content is prohibited,Terms of Use,"<p>(b) contains nudity, sexually explicit content or is otherwise obscene, pornographic, indecent, lewd, suggestive or sexually exploitative of minors;</p>",Prohibits the posting of pornographic content
13689,15,neutral,The posting of pornographic content is prohibited,Terms of Service,"<p>You agree that you will comply with these Terms of Service and Twitchâ€™s Community Guidelines and will not:</p>
 <p>i.
 create, upload, transmit, distribute, or store any content that is inaccurate, unlawful, infringing, defamatory, obscene, pornographic,",Prohibits the posting of pornographic content
12252,15,neutral,The posting of pornographic content is prohibited,Community Guidelines,"but for a variety of reasons, we donâ€™t allow nudity on Instagram.
 This includes photos, videos, and some digitally-created content that show sexual intercourse, genitals, and close-ups of fully-nude buttocks.
 It also includes some photos of female nipples,",Prohibits the posting of pornographic content
12747,15,neutral,The posting of pornographic content is prohibited,Terms and Conditions of Use,"pornographic, threatening, or obscene.",Prohibits the posting of pornographic content
22921,20,good,The service claims to be CCPA compliant for California users,Mozilla Privacy Policy,California,The service claims to be CCPA compliant for California users
20346,20,good,The service claims to be CCPA compliant for California users,Privacy Policy (updated version 2021),"Rights for Our California Residents
 <p>This section contains information on the personal information we collect about residents of California (our â€œCalifornia Consumersâ€), including the sources of that personal information, how that personal information is used, with whom it is shared, and the rights that California Consumers have under California law.",The service claims to be CCPA compliant for California users
22920,20,good,The service claims to be GDPR compliant for European users,Mozilla Privacy Policy,"EU, EEA, Switzerland,",The service claims to be GDPR compliant for European users
22916,35,good,The service deletes tracking data after a period of time and allows you to opt out,"Websites, Communications & Cookies Privacy Notice","You can control individual cookie preferences, indicate your cookie preferences to others, and opt-out of web analytics and optimization tools.",The service deletes tracking data after a period of time and allows you to opt out
13703,10,neutral,The service does not guarantee accuracy or reliability of the information provided,Terms of Service,"TWITCH DOES NOT REPRESENT OR WARRANT THAT THE CONTENT OR MATERIALS ON THE TWITCH SERVICES ARE ACCURATE, COMPLETE, RELIABLE, CURRENT, OR ERROR-FREE.",The service does not guarantee accuracy or reliability of the information provided
12752,50,bad,The service does not guarantee that software errors will be corrected,Terms and Conditions of Use,"You understand, agree, and accept that Spotify will make reasonable efforts, although it has no obligation to maintain, support, upgrade, or update the Service,",The service does not guarantee that software errors will be corrected
20290,50,neutral,The service has a no refund policy,Terms and Conditions,"Except as set forth in Section 2.3 or in any separate refund policy posted on the Services, all fees are non-refundable.<br>
 <br>",The service has a no refund policy
14310,50,neutral,The service has a no refund policy,Terms of Use,Payments are non-refundable and we do not provide refunds or credits for any partial - month membership periods or unwatched Netflix content.,The service has a no refund policy
5640,50,neutral,The service has a no refund policy,Terms of Service,"Payment obligations are non-cancelable and, except as expressly stated in the Contract, fees paid are non-refundable.",The service has a no refund policy
12728,50,neutral,The service has a no refund policy,Terms and Conditions of Use,We do not provide refunds or credits for any partial subscription periods.,The service has a no refund policy
22893,10,good,The service has non-exclusive use of your content,Firefox Cloud Services: Terms of Service,"By uploading content, you hereby grant us a nonexclusive, royalty-free, worldwide license to use your content in connection with the provision of the Services.",The service has non-exclusive use of your content
20294,10,good,The service has non-exclusive use of your content,Terms and Conditions,"Subject to any applicable Account settings that you select, you grant Meredith, and anyone authorized by Meredith, an irrevocable, nonexclusive",The service has non-exclusive use of your content
13947,10,good,The service has non-exclusive use of your content,Terms of Service,"This license is:<ul>
 <li>worldwide, which means itâ€™s valid anywhere in the world</li>
 <li>non-exclusive, which means you can license your content to others",The service has non-exclusive use of your content
13686,10,good,The service has non-exclusive use of your content,Terms of Service,"nonexclusive, and royalty-free right to:",The service has non-exclusive use of your content
13350,10,good,The service has non-exclusive use of your content,Steam Subscriber Agreement,"When you upload your content to Steam to make it available to other users and/or to Valve, you grant Valve and its affiliates the worldwide, non-exclusive",The service has non-exclusive use of your content
12738,10,good,The service has non-exclusive use of your content,Terms and Conditions of Use,"You grant Spotify a non-exclusive,",The service has non-exclusive use of your content
13941,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Policy,"<p>This Privacy Policy applies to all of the services offered by Google LLC and its affiliates, including YouTube, Android, and services offered on third-party sites, such as advertising services.
 This Privacy Policy doesnâ€™t apply to services that have separate privacy policies that do not incorporate this Privacy Policy.</p>
 <p>This Privacy Policy doesnâ€™t apply to:</p>
 <ul>
 <li>The information practices of other companies and organizations that advertise our services</li>
 <li>Services offered by other companies or individuals, including products or sites that may include Google services, be displayed to you in search results, or be linked from our services",The service informs users that its privacy policy does not apply to third party websites
13346,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Steam Subscriber Agreement,"To view the Valve video policy containing additional terms covering the use of audio-visual works incorporating Valve intellectual property or created with The SourceÂ® Filmmaker Software, please click here: http://www.valvesoftware.com/videopolicy.html</p>",The service refers users to external documents for more information
12212,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Data Policy,"Information collected by these third-party services is subject to their own terms and policies, not this one.",The service informs users that its privacy policy does not apply to third party websites
12201,10,neutral,The service informs you that its privacy policy does not apply to third party websites,About Cookies,"<p>To learn more about the choices that advertisers provide generally for individuals to influence how information about their online activities over time and across third-party Web sites or online services is collected and used, visit the Network Advertising Initiative at http://www.networkadvertising.org/managing/opt_out.asp, the Digital Advertising Alliance at http://www.aboutads.info/, or the European Digital Advertising Alliance at http://youronlinechoices.eu/.",The service refers users to external documents for more information
10697,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Data Policy,"Information collected by these third-party services is subject to their own terms and policies, not this one.
 <br>",The service informs users that its privacy policy does not apply to third party websites
13698,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Terms of Service,"In addition to the User Content, Twitch may provide other third-party content on the Twitch Services (collectively, the â€œThird-Party Contentâ€).
 Twitch does not control or endorse any Third-Party Content and makes no representation or warranties of any kind regarding the Third-Party Content, including without limitation regarding its accuracy or completeness.
 Please be aware that we do not create Third-Party Content, update, or monitor it.
 Therefore we are not responsible for any Third-Party Content on the Twitch Services.",The service is not responsible for linked or (clearly) quoted content from third-party content providers
12240,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Terms of Use,"We also arenâ€™t responsible for services and features offered by other people or companies, even if you access them through our Service.",The service is not responsible for linked or (clearly) quoted content from third-party content providers
6520,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Steam Subscriber Agreement,"In regard to all Subscriptions, Content and Services that are not authored by Valve, Valve does not screen such third-party content available on Steam or through other sources.
 Valve assumes no responsibility or liability for such third party content",The service is not responsible for linked or (clearly) quoted content from third-party content providers
12758,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Terms and Conditions of Use,"IN ADDITION, SPOTIFY MAKES NO REPRESENTATION NOR DOES IT WARRANT, ENDORSE, GUARANTEE, OR ASSUME RESPONSIBILITY FOR ANY THIRD PARTY APPLICATIONS (OR THE CONTENT THEREOF), USER CONTENT, DEVICES OR ANY OTHER PRODUCT OR SERVICE ADVERTISED, PROMOTED OR OFFERED BY A THIRD PARTY ON OR THROUGH THE SPOTIFY SERVICE OR ANY HYPERLINKED WEBSITE, OR FEATURED IN ANY BANNER OR OTHER ADVERTISING AND SPOTIFY IS NOT RESPONSIBLE OR LIABLE FOR ANY TRANSACTION BETWEEN YOU AND THIRD PARTY PROVIDERS OF THE FOREGOING.",The service is not responsible for linked or (clearly) quoted content from third-party content providers
1558,0,neutral,The service is not transparent regarding government requests or inquiries that may involve your data.,Privacy Notice,"Twitch may disclose user information if we believe in good faith that such disclosure is necessary to comply with U.S.
 state and federal laws or other applicable laws around the world (for example, in the country of your residence), or respond to a court order, judicial or other government request, subpoena, or warrant in the manner legally required.",The service is not transparent regarding government requests or inquiries that may involve user data.
20301,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms and Conditions,"YOU EXPRESSLY UNDERSTAND AND AGREE THAT TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, YOUR USE OF THE SERVICES AND ANY PRODUCTS OFFERED THROUGH THE SERVICES IS AT YOUR SOLE RISK, AND THE SERVICES AND ANY PRODUCTS ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, WITH ALL FAULTS.",The service is provided 'as is' and to be used at the users' sole risk
12236,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Use,"Our Service is provided ""as is,""",The service is provided 'as is' and to be used at the users' sole risk
11341,20,neutral,The service is provided 'as is' and to be used at your sole risk,Steam Subscriber Agreement,"THE CONTENT AND SERVICES, THE SUBSCRIPTIONS, AND ANY INFORMATION AVAILABLE IN CONNECTION THEREWITH ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, ""WITH ALL FAULTS"" AND WITHOUT WARRANTY OF ANY KIND, EITHER EXPRESS OR IMPLIED, INCLUDING, WITHOUT LIMITATION, THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, OR NONINFRINGEMENT.",The service is provided 'as is' and to be used at the users' sole risk
10305,20,neutral,The service is provided 'as is' and to be used at your sole risk,Firefox Cloud Services: Terms of Service,"THE SERVICES ARE PROVIDED ""AS IS"" WITH ALL FAULTS",The service is provided 'as is' and to be used at the users' sole risk
8966,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"EXCEPT AS EXPRESSLY PROVIDED FOR HEREIN, THE SERVICES AND ALL RELATED COMPONENTS AND INFORMATION ARE PROVIDED ON AN â€œAS ISâ€ AND â€œAS AVAILABLEâ€ BASIS WITHOUT ANY WARRANTIES OF ANY KIND, AND WE EXPRESSLY DISCLAIM ANY AND ALL WARRANTIES, WHETHER EXPRESS OR IMPLIED, INCLUDING THE IMPLIED WARRANTIES OF MERCHANTABILITY, TITLE, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT.
 CUSTOMER ACKNOWLEDGES THAT WE DO NOT WARRANT THAT THE SERVICES WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE.</p>",The service is provided 'as is' and to be used at the users' sole risk
5922,20,neutral,The service is provided 'as is' and to be used at your sole risk,Conditions of Use,"THE AMAZON SERVICES AND ALL INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) AND OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES ARE PROVIDED BY AMAZON ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, UNLESS OTHERWISE SPECIFIED IN WRITING.
 AMAZON MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, AS TO THE OPERATION OF THE AMAZON SERVICES, OR THE INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) OR OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES, UNLESS OTHERWISE SPECIFIED IN WRITING.
 YOU EXPRESSLY AGREE THAT YOUR USE OF THE AMAZON SERVICES IS AT YOUR SOLE RISK",The service is provided 'as is' and to be used at the users' sole risk
5830,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"THE TWITCH SERVICES AND THE CONTENT AND MATERIALS CONTAINED THEREIN ARE PROVIDED ON AN â€œAS ISâ€ BASIS WITHOUT WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED, EXCEPT AS EXPRESSLY PROVIDED TO THE CONTRARY IN WRITING BY TWITCH",The service is provided 'as is' and to be used at the users' sole risk
5983,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Use,"We provide these services on an ""as is"" and ""as available"" basis",The service is provided 'as is' and to be used at the users' sole risk
12755,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms and Conditions of Use,"YOU UNDERSTAND AND AGREE THAT THE SPOTIFY SERVICE IS PROVIDED â€œAS ISâ€ AND â€œAS AVAILABLE,â€ WITHOUT EXPRESS OR IMPLIED WARRANTY OR CONDITION OF ANY KIND.",The service is provided 'as is' and to be used at the users' sole risk
22924,50,good,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data,Mozilla Privacy Policy,"We follow the law whenever we receive requests about you from a government or related to a lawsuit.
 We'll notify you when we're asked to hand over your personal information in this way unless we're legally prohibited from doing so.",The service promises to inform and/or notify you regarding government inquiries that may involve your personal data
8969,50,good,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data,Terms of Service,"The Receiving Party may access or disclose Confidential Information of the Disclosing Party if it is required by law.
 provided, however, that the Receiving Party gives the Disclosing Party prior notice of the compelled access or disclosure (to the extent legally permitted) and reasonable assistance, at the Disclosing Party's cost, if the Disclosing Party wishes to contest the access or disclosure.",The service promises to inform and/or notify users regarding government inquiries that may involve users' personal data
13354,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Steam Subscriber Agreement,"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, NEITHER VALVE NOR ITS AFFILIATES GUARANTEE CONTINUOUS, ERROR-FREE, VIRUS-FREE OR SECURE OPERATION AND ACCESS TO STEAM, THE CONTENT AND SERVICES, YOUR ACCOUNT AND/OR YOUR SUBSCRIPTION(S) OR ANY INFORMATION AVAILABLE IN CONNECTION THEREWITH.</p>","The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
12237,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Use,and we can't guarantee it will be safe and secure or will work perfectly all the time.,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
9589,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Use,"be safe, secure, uninterrupted, timely, accurate, or error-free, or that your information will be secure.","The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
741,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Privacy Policy,"We implement appropriate technical and organisational measures to help protect the security of your personal data.
 however, please note that no system is ever completely secure.","The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
13938,30,good,The service reviews its privacy policy on a regular basis,Privacy Policy,We regularly review this Privacy Policy and make sure that we process your information in ways that comply with it.</p>,The service reviews its privacy policy on a regular basis
22925,30,good,The service will only respond to government requests that are reasonable,Mozilla Privacy Policy,"When we receive requests like this, we'll only release your personal information if we have a good faith belief that the law requires us to do so.",The service will only respond to government requests that are reasonable
13957,30,good,The service will only respond to government requests that are reasonable,Terms of Service,"When we receive data disclosure requests, our team reviews them to make sure they satisfy legal requirements and Googleâ€™s data disclosure policies.
 Google Ireland Limited accesses and discloses data, including communications, in accordance with the laws of Ireland, and EU law applicable in Ireland.
 For more information about the data disclosure requests that Google receives worldwide, and how we respond to such requests, see our Transparency Report and Privacy Policy.",The service will only respond to government requests that are reasonable
13007,30,good,The service will only respond to government requests that are reasonable,Privacy Statement,"</strong> Netflix and its Service Providers may disclose and otherwise use your personal and other information where we or they reasonably believe such disclosure is needed to (a) satisfy any applicable law, regulation, legal process, or governmental request,",The service will only respond to government requests that are reasonable
12246,30,good,The service will only respond to government requests that are reasonable,Law Enforcement,"<p>We disclose account records solely in accordance with our terms of service and applicable law, including the federal Stored Communications Act (â€œSCAâ€), 18 U.S.C.
 Sections 2701-2712.
 Under the SCA:</p>
 <ul>
 <li>a valid subpoena issued in connection with an official criminal investigation is required to compel the disclosure of basic subscriber records (defined in 18 U.S.C.
 Section 2703(c)(2)), which may include: name, length of service, credit card information, email address(es), and any recent login/logout IP address(es), if available.</li>
 <li>a court order issued under 18 U.S.C.
 Section 2703(d) is required to compel the disclosure of certain records or other information pertaining to the account, not including contents of communications, which may include message headers and IP addresses, in addition to the basic subscriber records identified above.</li>
 <li>a search warrant issued under the procedures described in the Federal Rules of Criminal Procedure or equivalent state warrant procedures upon a showing of probable cause is required to compel the disclosure of the stored contents of any account, which may include messages, photos, comments, and location information.</li>
 </ul>
 <p>It is important to note that some information we store is collected automatically, while other information is provided by the user.
 We do not require email or phone verification, and we do not require people to use real names or identities on Instagram.",The service will only respond to government requests that are reasonable
1603,60,good,The service will resist legal requests for your information where reasonably possible,Privacy Policy,"However, if we believe that a particular request for disclosure of a user's information is legally invalid or an abuse of the legal system and the affected user does not intend to oppose the disclosure themselves, we will try our best to fight it.",The service will resist legal requests for user information where reasonably possible
12811,15,good,The terms for this service are easy to read,Privacy Policy,"To help explain things as clearly as possible, weâ€™ve added examples, explanatory videos, and definitions for key terms.",The terms for this service are easy to read
639,15,good,The terms for this service are easy to read,,,Terms and privacy policy pages are organized and formatted well.
9682,15,good,The terms for this service are easy to read,Terms of Use,This is a human-readable <b>summary</b> of the Terms of Use.,The terms for this service are easy to read
10309,0,neutral,The terms for this service are translated into different languages,Firefox Cloud Services: Terms of Service,"In the event of a conflict between a translated version of these terms and the English language version, the English language version shall control",The terms for this service are translated into different languages
1082,0,neutral,The terms for this service are translated into different languages,,,The ToS are only translated into a few languages
10306,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Firefox Cloud Services: Terms of Service,"Mozilla may update these Terms from time to time to address a new feature of the Services or to clarify a provision.
 The updated Terms will be posted online.
 If the changes are substantive, we will announce the update through Mozilla's usual channels for such announcements such as blog posts and forums.","The service may change its terms at any time, but the user will receive notification of the changes."
12720,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Terms and Conditions of Use,"Changes to the Agreements <p>Occasionally we may make changes to the Agreements.
 When we make material changes to the Agreements, weâ€™ll provide you with notice as appropriate under the circumstances, e.g., by displaying a prominent notice within the Service or by sending you an email.","The service may change its terms at any time, but the user will receive notification of the changes."
16419,50,neutral,There is a date of the last update of the agreements,Terms of Use,"Terms of Use <p>Last updated: June 30, 2020",There is a date of the last update of the agreements
13712,50,neutral,There is a date of the last update of the agreements,Terms of Service,last modified on 10/14/2020,There is a date of the last update of the agreements
13650,50,neutral,There is a date of the last update of the agreements,Terms of Use,"Last Updated:</strong> December 31, 2019</p>",There is a date of the last update of the agreements
13362,50,neutral,There is a date of the last update of the agreements,Steam Subscriber Agreement,"This Agreement was last updated on August 28th, 2020 (""Revision Date"").",There is a date of the last update of the terms
10719,50,neutral,There is a date of the last update of the agreements,Terms of Service,Revision: October,There is a date of the last update of the terms
10308,50,neutral,There is a date of the last update of the agreements,Firefox Cloud Services: Terms of Service,"To make your review more convenient, we will post an effective date at the top of this page.</p>",There is a date of the last update of the terms
7587,50,neutral,There is a date of the last update of the agreements,Terms and Conditions,"Terms of Service AgreementEffective Date: March 16, 2017<p>",There is a date of the last update of the terms
5827,50,neutral,There is a date of the last update of the agreements,Cookie Policy,please take a look at the â€œlast modifiedâ€ legend at the top of this page to see when this Cookie Policy was last revised.,There is a date of the last update of the terms
5638,50,neutral,There is a date of the last update of the agreements,Terms of Service,"Effective: January 31, 2018",There is a date of the last update of the terms
856,50,neutral,There is a date of the last update of the agreements,Privacy Policy,We always indicate the date the last changes were published,There is a date of the last update of the terms
7884,50,neutral,There is a date of the last update of the agreements,Terms of Use,"These Terms of Use went into effect on June 16, 2014.",There is a date of the last update of the terms
7895,50,neutral,There is a date of the last update of the agreements,Privacy Policy,"This version was approved by Katherine Maher on May 17, 2018, pursuant to the Delegation of policy-making authority by the Board, and went into effect on May 24, 2018.",There is a date of the last update of the terms
12719,50,neutral,There is a date of the last update of the agreements,Terms and Conditions of Use,"Spotify Terms and Conditions of Use <p>Effective as of February 7, 2019",There is a date of the last update of the terms
20306,40,neutral,They may stop providing the service at any time,Terms and Conditions,"At its sole discretion, Meredith may modify or discontinue the Services",They may stop providing the service at any time
14761,40,neutral,They may stop providing the service at any time,,"Either party may terminate this Agreement at any time with notice.
 Upon any termination of this Agreement, Google will stop providing, and You will stop accessing the Service.",They may stop providing the service at any time
12235,40,neutral,They may stop providing the service at any time,Terms of Use,"We can refuse to provide or stop providing all or part of the Service to you (including terminating or disabling your account) immediately to protect our community or services, or if you create risk or legal exposure for us, violate these Terms of Use or our policies (including our Instagram Community Guidelines), if you repeatedly infringe other people's intellectual property rights, or where we are permitted or required to do so by law.",They may stop providing the service at any time
706,40,neutral,They may stop providing the service at any time,Conditions of Use,"Amazon reserves the right to refuse service, terminate accounts, terminate your rights to use Amazon Services, remove or edit content, or cancel orders in its sole discretion.",They may stop providing the service at any time
12725,40,neutral,They may stop providing the service at any time,Terms and Conditions of Use,"We reserve the right to modify, terminate or otherwise amend our offered subscription plans and promotional offerings at any time in accordance with these Terms.",They may stop providing the service at any time
13969,100,blocker,They store data on you even if you did not interact with the service,Privacy Policy,<li>Activity on third-party sites and apps that use our services,They store data on you even if you did not interact with the service
12228,100,blocker,They store data on you even if you did not interact with the service,Data Policy,"These partners provide information about your activities off Facebookâ€”including information about your device, websites you visit, purchases you make, the ads you see, and how you use their servicesâ€”whether or not you have a Facebook account or are logged into Facebook.
 For example, a game developer could use our API to tell us what games you play, or a business could tell us about a purchase you made in its store.",They store data on you even if you did not interact with the service
10493,100,blocker,They store data on you even if you did not interact with the service,Cookie Policy,"Facebook uses cookies and receives information when you visit those sites and apps, including device information and information about your activity, without any further action from you.
 This occurs whether or not you have a Facebook account or are logged in.</li>
 </",Facebook stores your data whether you have an account or not.
20753,0,neutral,Third parties are involved in operating the service,Amazon Privacy Notice,We employ other companies and individuals to perform functions on our behalf.,Third parties are involved in operating the service
20332,0,neutral,Third parties are involved in operating the service,Privacy Policy (updated version 2021),"<strong>Service Providers</strong>.
 We work with service providers that collect personal information on our behalf in order to provide services to us, such as hosting our websites, processing our credit card transactions, fulfilling your subscriptions and orders, verifying your identity, and other activities needed to help us provide our content and services to you",Third parties are involved in operating the service
16423,0,neutral,Third parties are involved in operating the service,Terms of Use,"<p>Couchsurfing may offer the opportunity to purchase products and services from third parties.
 You acknowledge that such products and services are offered and sold to you by one or more third parties.",Third parties are involved in operating the service
12818,0,neutral,Third parties are involved in operating the service,Privacy Policy,"For example, we use service providers to help us with customer support.",Third parties may be involved in operating the service
12721,0,neutral,Third parties are involved in operating the service,Terms and Conditions of Use,"We may also offer special promotional plans, memberships, or services, including offerings of third-party products and services in conjunction with or through the Spotify Service.",Third parties may be involved in operating the service
12248,50,good,Third parties are not allowed to access your personal information without a legal basis,Law Enforcement,We will not review or respond to correspondence sent by non-law enforcement officials to the addresses above.,The service will not allow third parties to access your personal information without a legal basis
10691,50,good,Third parties are not allowed to access your personal information without a legal basis,Data Policy,"We require each of these partners to have lawful rights to collect, use and share your data before providing any data to us.",The service will not allow third parties to access your personal information without a legal basis
22923,20,good,Third parties used by the service are bound by confidentiality obligations,Mozilla Privacy Policy,"For processing or providing products and services to you, but only if those entities receiving your information are contractually obligated to handle the data in ways that are approved by Mozilla.",Third parties used by the service are bound by confidentiality obligations
13942,20,good,Third parties used by the service are bound by confidentiality obligations,Privacy Policy,based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.,Third parties used by the service are bound by confidentiality obligations
13677,20,good,Third parties used by the service are bound by confidentiality obligations,Privacy Notice,"We require that these parties process such information in compliance with this Privacy Notice, we authorize them to use the information only for the purposes for which it is provided to them, and we require them to use reasonable confidentiality measures.",Third parties used by the service are bound by confidentiality obligations
22919,5,bad,"Third party cookies are employed, but with opt out instructions","Websites, Communications & Cookies Privacy Notice","Follow the instructions below to prevent data collection about your visits to Mozilla websites:</p>
 <ul>","Third party cookies are employed, but with opt out instructions"
13084,5,bad,"Third party cookies are employed, but with opt out instructions",Cookie Policy,"<p>We do not control these cookies.
 To disable or reject third-party cookies, please refer to the relevant third partyâ€™s website.
 For Extensions in particular, we encourage you to visit an Extensionâ€™s detail pages to review any privacy policy posted by the relevant developer, which may include additional information on their cookie practices.
 You can also learn more about controlling cookies in the â€œHow do I control Cookiesâ€ section below.</p>","This service employs third-party cookies, but with opt-out instructions"
10611,5,bad,"Third party cookies are employed, but with opt out instructions",Privacy Policy Agreement,"You may refuse the use of cookies by selecting the appropriate settings on your browser.
 However, please note that in this case you may not be able to use the full functionality of this website.
 You can learn more about how Google Analytics collects and uses data at www.google.com/policies/privacy/partners.
 <br> Furthermore, you can prevent Google's collection and processing of data about your use of the website, by downloading and installing the browser plug-in through the following link: http://tools.google.com/dlpage/gaoptout?hl=en.<br>","This service employs third-party cookies, but with opt-out instructions"
1037,5,bad,"Third party cookies are employed, but with opt out instructions",Privacy Policy,"Most web browsers are set to accept cookies by default.
 However, you can choose to set your browser to remove or reject browser cookies.
 Each browser is a little different, so look at your browser's help menu to learn the correct way to modify your cookies, or visit www.allaboutcookies.org.
 Please note, however, that our Services may not function properly if your browser does not accept cookies.",Couchsurfing informs you about the fact that you can disable cookies
20756,70,bad,Third-party cookies are used for advertising,Amazon Privacy Notice,"Use of Third-Party Advertising Services:</strong> We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads and to measure their effectiveness.
 We never share your name or other information that directly identifies you when we do this.
 Instead, we use an advertising identifier like a cookie or other device identifier.",Third-party cookies are used for advertising
